text,domain,intent
i would like the volume lower,meta,change_volume
limit your volume,meta,change_volume
raise the volume to 4 please,meta,change_volume
raise volume,meta,change_volume
please go ahead and increase your speaker volume,meta,change_volume
the sound is too low,meta,change_volume
can my volume be increased,meta,change_volume
increase your voice box,meta,change_volume
change the speaker volume to a louder one,meta,change_volume
make the speakers louder,meta,change_volume
lower the volume,meta,change_volume
bring the sound up,meta,change_volume
turn it up please,meta,change_volume
turn volume to the number 4 setting,meta,change_volume
decrease volume,meta,change_volume
make the volume louder,meta,change_volume
boost volume to 4,meta,change_volume
please raise volume,meta,change_volume
please speak louder,meta,change_volume
turn down your volume,meta,change_volume
i want to increase your volume,meta,change_volume
you must increase the volume to 4 please,meta,change_volume
increase the volume level to 4 now,meta,change_volume
set the volume to 4 now,meta,change_volume
i want you to your volume,meta,change_volume
turn your voice box down,meta,change_volume
please increase the volume to 4,meta,change_volume
can you please turn the volume to 4,meta,change_volume
can you rise the volume of this please,meta,change_volume
please increase volume,meta,change_volume
can you turn this down,meta,change_volume
go ahead and your volume,meta,change_volume
please make sure the volume is on 4,meta,change_volume
turn the volume up,meta,change_volume
i'd like to turn up the volume,meta,change_volume
i want volume set to 4,meta,change_volume
i must know my bank of america routing number,banking,routing
please tell me the routing number for my wells fargo account,banking,routing
what's the routing number for my current checking,banking,routing
what's bank of america's routing number,banking,routing
i want to know my routing number please,banking,routing
will you tell me my routing number,banking,routing
i need the routing number for my woodlawn account,banking,routing
let me know what the routing number for my civista account is,banking,routing
"ai, what is my chase checking routing number",banking,routing
tell me my bank of america routing number,banking,routing
how can i find my routing number for el dorado,banking,routing
i need to know the routing number for my wells fargo account,banking,routing
what's the routing number for my bank of america account,banking,routing
could you tell me what my routing number from first republic is,banking,routing
what's my bank routing number,banking,routing
where do i find the routing number for chase,banking,routing
what is my routing number for marine bank,banking,routing
can you help me find my routing number from wells fargo,banking,routing
tell me my bank routing number,banking,routing
please find the routing number for chase bank accounts opened in new york,banking,routing
where do i go to find my routing number for southpoint,banking,routing
can i get the routing number for sunflower bank,banking,routing
how do i find axos bank's routing number,banking,routing
where do i find the routing number for usaa,banking,routing
i need the routing number to my chase checking account,banking,routing
can you tell me my routing number for summit,banking,routing
display the routing number for account huntington,banking,routing
where can i see the routing number for bmo,banking,routing
what is my routing number on my checking account,banking,routing
what's the routing number for my chase account,banking,routing
what is the routing number on my first merit account,banking,routing
what is my routing number,banking,routing
tell me my first national account's routing number,banking,routing
give me the routing number for my paragon account,banking,routing
"ai, routing number for my b of a checking account",banking,routing
i must learn my routing number,banking,routing
i need to know my bank of america routing number,banking,routing
let me know my bank of america routing number,banking,routing
where do i find the routing number for bank of america,banking,routing
"ai, what is the routing number for my citibank savings account",banking,routing
how can i find my routing number from bank of america,banking,routing
where do i find the routing number for great western bank,banking,routing
how do i locate my routing number for tax reasons,banking,routing
what routing number do i use to send an international wire with citibank,banking,routing
please give my routing number for my national account,banking,routing
"ai, what is my chase routing number",banking,routing
what's my pioneer routing number,banking,routing
please tell me my bank of america routing number,banking,routing
what's the routing number for my savings account,banking,routing
routing number for american river,banking,routing
do you know the fuel economy of this car,auto_commute,mpg
what's the miles per gallon on this car,auto_commute,mpg
how does this cars mpg do on the highway,auto_commute,mpg
how much gas does this use in the city,auto_commute,mpg
how many miles per gallon does it get in the city,auto_commute,mpg
"for city driving, what's the car's mpg",auto_commute,mpg
what's the fuel economy for this car downtown,auto_commute,mpg
how many mpg does this rig get when i'm in the city,auto_commute,mpg
what kind of mileage do i get out of gas,auto_commute,mpg
what gas mileage does my car get,auto_commute,mpg
how many miles per gallon does this car get in the city,auto_commute,mpg
what is my average mpg in this car,auto_commute,mpg
what kind of gas mileage do i get,auto_commute,mpg
is the fuel economy of this car good or bad,auto_commute,mpg
how many miles does my car get per gallon,auto_commute,mpg
tell me what this cars highway mpg is,auto_commute,mpg
what kind of mpg does this car get in the city,auto_commute,mpg
how good is the fuel usage for this vehicle,auto_commute,mpg
do you know what this car's mpg is,auto_commute,mpg
what is the highway mpg on this car,auto_commute,mpg
how much is my mpg,auto_commute,mpg
my mpg is how much,auto_commute,mpg
what is the city fuel efficiency for this car,auto_commute,mpg
what are the estimates for the car's highway mpg,auto_commute,mpg
what's the mileage on my car,auto_commute,mpg
what is the mpg,auto_commute,mpg
what is the mpg like for this car while driving in the city,auto_commute,mpg
what's my car's gas mileage,auto_commute,mpg
what is the mpg on this car,auto_commute,mpg
what's the non-city mpg for this car,auto_commute,mpg
how many mpg does this get on the highway,auto_commute,mpg
how is this car rated for fuel economy,auto_commute,mpg
